242.0,130.0,0.5720670223236084,202.0,90.0,0.8382986783981323,-1.0,-1.0,-1.0,322.0,130.0,0.415082722902298,316.0,218.0,0.3469083309173584,242.0,218.0,0.3459748923778534,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,172.0,130.0,0.5862739682197571,138.0,188.0,0.5973984003067017,124.0,218.0,0.49006912112236023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.0,82.0,0.7423673272132874,212.0,82.0,0.7192386388778687,-1.0,-1.0,-1.0,260.0,82.0,0.7230249643325806,12.836478233337402
242.0,130.0,0.5667378902435303,202.0,90.0,0.8429516553878784,-1.0,-1.0,-1.0,322.0,130.0,0.42790690064430237,324.0,212.0,0.3168829083442688,244.0,212.0,0.3292257487773895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,130.0,0.6100435853004456,138.0,186.0,0.6332992315292358,124.0,218.0,0.49948617815971375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.0,82.0,0.713272213935852,212.0,82.0,0.7374168038368225,-1.0,-1.0,-1.0,260.0,76.0,0.717117965221405,12.657316207885742
242.0,130.0,0.5734802484512329,196.0,90.0,0.805287778377533,-1.0,-1.0,-1.0,324.0,130.0,0.41831710934638977,340.0,204.0,0.4262620508670807,258.0,212.0,0.2874719202518463,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,130.0,0.5995467901229858,138.0,186.0,0.6436113715171814,130.0,218.0,0.5322028994560242,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,188.0,82.0,0.7483266592025757,212.0,82.0,0.7178256511688232,-1.0,-1.0,-1.0,258.0,76.0,0.7132143378257751,12.744340896606445
236.0,130.0,0.564947783946991,196.0,90.0,0.8606144189834595,-1.0,-1.0,-1.0,322.0,130.0,0.3487647771835327,364.0,196.0,0.5534829497337341,284.0,212.0,0.3025555908679962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,130.0,0.5900468230247498,138.0,186.0,0.5909091830253601,130.0,218.0,0.6061041951179504,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,188.0,82.0,0.7240154147148132,212.0,82.0,0.7626585364341736,-1.0,-1.0,-1.0,258.0,76.0,0.7519131302833557,13.204957008361816
242.0,130.0,0.5761730074882507,196.0,90.0,0.8443673253059387,-1.0,-1.0,-1.0,322.0,130.0,0.38226521015167236,370.0,194.0,0.6424877047538757,284.0,212.0,0.415185809135437,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,130.0,0.5874191522598267,138.0,180.0,0.6254956722259521,130.0,212.0,0.5632403492927551,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,188.0,76.0,0.7480016946792603,212.0,82.0,0.7682300209999084,-1.0,-1.0,-1.0,258.0,76.0,0.7756161689758301,13.531437873840332
242.0,130.0,0.551626443862915,196.0,90.0,0.8544979691505432,-1.0,-1.0,-1.0,322.0,130.0,0.3485835790634155,372.0,194.0,0.6461273431777954,298.0,212.0,0.5463241338729858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,130.0,0.5758522152900696,138.0,180.0,0.6318826079368591,130.0,218.0,0.6101588010787964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,188.0,76.0,0.7302619218826294,212.0,82.0,0.7729762196540833,-1.0,-1.0,-1.0,258.0,76.0,0.7567423582077026,13.660038948059082
242.0,130.0,0.5688402652740479,202.0,90.0,0.7641369700431824,-1.0,-1.0,-1.0,322.0,130.0,0.3373570442199707,380.0,194.0,0.64430832862854,316.0,212.0,0.5943053364753723,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,130.0,0.5785443782806396,138.0,180.0,0.6432569622993469,132.0,212.0,0.5996114015579224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.0,76.0,0.7188388109207153,212.0,76.0,0.7931744456291199,-1.0,-1.0,-1.0,258.0,76.0,0.7828531861305237,13.745848655700684
236.0,130.0,0.5847903490066528,202.0,90.0,0.7731083631515503,-1.0,-1.0,-1.0,314.0,130.0,0.3640846908092499,380.0,188.0,0.6825205683708191,322.0,212.0,0.6496937274932861,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,132.0,0.570533812046051,138.0,180.0,0.6280683279037476,138.0,218.0,0.5786188244819641,186.0,252.0,0.10966359823942184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.0,76.0,0.764396071434021,212.0,76.0,0.7831602692604065,-1.0,-1.0,-1.0,258.0,76.0,0.7848050594329834,14.260072708129883
236.0,130.0,0.5863805413246155,202.0,84.0,0.8590705394744873,-1.0,-1.0,-1.0,314.0,124.0,0.359406054019928,380.0,188.0,0.7003422379493713,324.0,212.0,0.6366913914680481,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,130.0,0.5751399993896484,138.0,180.0,0.6263234615325928,140.0,210.0,0.6156160235404968,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.0,76.0,0.787808895111084,218.0,74.0,0.7396318316459656,-1.0,-1.0,-1.0,258.0,76.0,0.7957584857940674,14.25527286529541
236.0,130.0,0.5953173041343689,202.0,84.0,0.8638060092926025,-1.0,-1.0,-1.0,314.0,124.0,0.34538277983665466,380.0,188.0,0.6993512511253357,324.0,212.0,0.6501483917236328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,164.0,132.0,0.5794258117675781,138.0,186.0,0.5866785645484924,140.0,212.0,0.5002752542495728,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,194.0,76.0,0.8081935048103333,218.0,74.0,0.7958157062530518,-1.0,-1.0,-1.0,258.0,76.0,0.7902567982673645,14.165766716003418
